student_id,nom_complet,age,sexe,serie,notes_detaillees,moyenne_generale,matieres_fortes,matieres_faibles,centres_interet,competences,preferences_env,objectif_professionnel,filieres_compatibles,filiere_recommandee,parcours_recommande,score_compatibilite,niveau_confiance,justification
STD_2026_0385,Vero Ratsimbazafy,21,F,G,Mathématiques de gestion:13.7; Gestion / Comptabilité:10.94; Français:13.47; Anglais:13.09; Économie:13.3; Histoire-Géographie:12.04; Philosophie:16.32; EPS:9.23,12.72,Philosophie; Mathématiques de gestion,Gestion / Comptabilité; EPS,Dessin & Design; Jeux de Stratégie,Microbiologie; Biochimie alimentaire; Résolution de problèmes,Entreprise industrielle,Conducteur de ligne de production,IAA; GCA; TEH,IAA,Biotechnologie et Agronomie,58.03,Moyen,"Excellente adéquation avec la série G et bonnes notes en Philosophie, Mathématiques de gestion. Profil aligné avec l'objectif de Conducteur de ligne de production."
STD_2026_0386,Lova Ratsimbazafy,17,F,Technique,Mathématiques appliquées:13.23; Physique appliquée / Technologie:13.34; Dessin technique:17.28; Français:12.39; Anglais:11.64; Philosophie:15.36; EPS:7.21,13.3,Dessin technique; Philosophie,Anglais; EPS,Jeux de Stratégie; Économie & Bourse,Analyse en laboratoire; Pharmacologie; Résolution de problèmes,Bureau & Télétravail,Technicien supérieur en pharmacologie,PIP; IMTICIA; IGGLIA,PIP,Biotechnologie et Agronomie,54.85,Faible,"Excellente adéquation avec la série Technique et bonnes notes en Dessin technique, Philosophie. Profil aligné avec l'objectif de Technicien supérieur en pharmacologie."
STD_2026_0387,Mialy Rakotondrabe,17,M,A,Philosophie:12.13; Français:12.4; Malagasy:11.49; Histoire-Géographie:14.55; Anglais:11.45; LV2:15.92; Mathématiques:10.68; SVT / Sciences humaines:11.58; EPS:12.61,12.62,LV2; Histoire-Géographie,Anglais; Mathématiques,Jeux de Stratégie; Nature & Écologie,Électrotechnique; Maintenance industrielle; Résolution de problèmes,Bureau & Télétravail,Ingénieur Électromécanicien,EMII; GCA; EMP,EMII,Génie Industriel et Génie Civil,47.8,Faible,"Excellente adéquation avec la série A et bonnes notes en LV2, Histoire-Géographie. Profil aligné avec l'objectif de Ingénieur Électromécanicien."
STD_2026_0388,Vero Rakotomalala,20,M,A1,Philosophie:15.08; Français:11.38; Malagasy:10.43; Histoire-Géographie:12.65; Anglais:9.93; LV2:14.16; Mathématiques:9.51; SVT / Sciences humaines:7.34; EPS:12.44,11.85,Philosophie; LV2,Mathématiques; SVT / Sciences humaines,Programmation & Code; Sport d'équipe,Calcul de structures; AutoCAD/Revit; Résolution de problèmes,Laboratoire & R&D,Architecte collaborateur,GCA; PIP; AEE,GCA,Génie Industriel et Génie Civil,51.35,Faible,"Excellente adéquation avec la série A1 et bonnes notes en Philosophie, LV2. Profil aligné avec l'objectif de Architecte collaborateur."
STD_2026_0389,Dina Andriantsitohaina,19,F,A2,Philosophie:16.65; Français:12.7; Malagasy:9.68; Histoire-Géographie:9.08; Anglais:12.24; LV2:11.3; Mathématiques:10.33; SVT / Sciences humaines:7.33; EPS:11.45,11.69,Philosophie; Français,Histoire-Géographie; SVT / Sciences humaines,Dessin & Design; Sport d'équipe,Raffinage et extraction; Génie des procédés; Résolution de problèmes,Sur le terrain / Chantier,Ingénieur Procédés,ICMP; EMII; IAA,ICMP,Génie Industriel et Génie Civil,49.54,Faible,"Excellente adéquation avec la série A2 et bonnes notes en Philosophie, Français. Profil aligné avec l'objectif de Ingénieur Procédés."
STD_2026_0390,Hasina Ramanantsoa,17,M,L,Philosophie:18.89; Français et Littérature:11.33; Anglais:11.45; LV2:17.02; Malagasy:10.94; Histoire-Géographie:9.16; Éducation civique:11.87; Mathématiques:10.27; Arts / options culturelles:16.32; EPS:11.03,13.26,Philosophie; LV2,Mathématiques; Histoire-Géographie,Robotique; Nature & Écologie,Électronique numérique; C/C++ embarqué; Résolution de problèmes,Entreprise industrielle,Ingénieur Robotique,ESIIA; IMTICIA; IGGLIA,ESIIA,Informatique et Télécommunication,51.2,Faible,"Excellente adéquation avec la série L et bonnes notes en Philosophie, LV2. Profil aligné avec l'objectif de Ingénieur Robotique."
STD_2026_0391,Soa Andriantsitohaina,21,F,C,"Mathématiques:16.6; Sciences Physiques, Chimiques et Technologie (SPCT):17.51; Français:11.88; Philosophie:12.33; Malagasy:8.85; Histoire-Géographie:10.02; Anglais:10.08; SVT:17.86; EPS:12.45",14.41,"SVT; Sciences Physiques, Chimiques et Technologie (SPCT)",Histoire-Géographie; Malagasy,Musique; Jeux de Stratégie,Algorithmique & Python; SQL & Bases de données; Résolution de problèmes,Espaces de Coworking / Startup,Développeur Fullstack,IGGLIA; PIP; EMP,IGGLIA,Informatique et Télécommunication,80.86,Élevé,"Excellente adéquation avec la série C et bonnes notes en SVT, Sciences Physiques, Chimiques et Technologie (SPCT). Profil aligné avec l'objectif de Développeur Fullstack."
STD_2026_0392,Dina Andriantsitohaina,20,F,D,"SVT:13.23; Sciences Physiques, Chimiques et Technologie (SPCT):16.72; Mathématiques:13.4; Français:12.99; Philosophie:11.42; Malagasy:15.42; Histoire-Géographie:12.44; Anglais:11.91; EPS:9.79",13.48,"Sciences Physiques, Chimiques et Technologie (SPCT); Malagasy",Philosophie; EPS,Musique; Robotique,UI/UX Design; Infographie & 3D; Résolution de problèmes,Espaces de Coworking / Startup,Concepteur Multimédia,IMTICIA; DTJA; ICMP,IMTICIA,Informatique et Télécommunication,79.85,Élevé,"Excellente adéquation avec la série D et bonnes notes en Sciences Physiques, Chimiques et Technologie (SPCT), Malagasy. Profil aligné avec l'objectif de Concepteur Multimédia."
STD_2026_0393,Tiana Rabenjamina,19,F,S,Mathématiques:20.0; Sciences Physiques et Chimiques:14.18; SVT / Biologie-Géologie:20.0; Français:9.4; Philosophie:17.88; Malagasy:12.31; Histoire-Géographie:11.46; Anglais:7.73; EPS:9.05,15.17,Mathématiques; SVT / Biologie-Géologie,EPS; Anglais,Sport d'équipe; Lecture & Écriture,Python / R Data; Statistiques inférentielles; Résolution de problèmes,Entreprise industrielle,Statisticien Décisionnel,ISAIA; FIC; PIP,ISAIA,Informatique et Télécommunication,76.86,Élevé,"Excellente adéquation avec la série S et bonnes notes en Mathématiques, SVT / Biologie-Géologie. Profil aligné avec l'objectif de Statisticien Décisionnel."
STD_2026_0394,Mialy Ramanantsoa,18,M,G,Mathématiques de gestion:13.6; Gestion / Comptabilité:14.47; Français:14.2; Anglais:17.23; Économie:15.42; Histoire-Géographie:10.12; Philosophie:12.55; EPS:9.84,14.04,Anglais; Économie,Histoire-Géographie; EPS,Lecture & Écriture; Dessin & Design,Gestion de projets durables; Ingénierie touristique; Résolution de problèmes,Bureau & Télétravail,Guide Patrimoine,TEE; ISAIA; ESIIA,TEE,Techniques du Tourisme,82.48,Élevé,"Excellente adéquation avec la série G et bonnes notes en Anglais, Économie. Profil aligné avec l'objectif de Guide Patrimoine."
STD_2026_0395,Henintsoa Randriamampianina,21,F,Technique,Mathématiques appliquées:14.96; Physique appliquée / Technologie:14.08; Dessin technique:12.59; Français:13.35; Anglais:18.27; Philosophie:16.42; EPS:12.12,14.48,Anglais; Philosophie,Dessin technique; EPS,Programmation & Code; Lecture & Écriture,Gestion événementielle; Yield Management; Résolution de problèmes,Entreprise industrielle,Directeur de l'Hébergement,TEH; IAA; GCA,TEH,Techniques du Tourisme,63.85,Moyen,"Excellente adéquation avec la série Technique et bonnes notes en Anglais, Philosophie. Profil aligné avec l'objectif de Directeur de l'Hébergement."
STD_2026_0396,Tiana Rakotomalala,19,F,A,Philosophie:16.54; Français:13.86; Malagasy:8.88; Histoire-Géographie:7.73; Anglais:6.48; LV2:17.35; Mathématiques:10.33; SVT / Sciences humaines:4.84; EPS:10.64,11.38,LV2; Philosophie,Anglais; SVT / Sciences humaines,Musique; Dessin & Design,Techniques de Vente; Marketing Digital; Résolution de problèmes,Bureau & Télétravail,Responsable Commercial,CAA; AEE; ISAIA,CAA,Techniques des Affaires,68.89,Moyen,"Excellente adéquation avec la série A et bonnes notes en LV2, Philosophie. Profil aligné avec l'objectif de Responsable Commercial."
STD_2026_0397,Henintsoa Rakotomalala,21,M,A1,Philosophie:12.86; Français:16.38; Malagasy:11.05; Histoire-Géographie:12.15; Anglais:13.94; LV2:10.71; Mathématiques:5.48; SVT / Sciences humaines:12.43; EPS:5.15,11.97,Français; Anglais,Mathématiques; EPS,Économie & Bourse; Musique,Droit des contrats; Conseil d'entreprise; Résolution de problèmes,Bureau & Télétravail,Gestionnaire de Contrats,DTJA; TEE; ICMP,DTJA,Techniques des Affaires,83.28,Élevé,"Excellente adéquation avec la série A1 et bonnes notes en Français, Anglais. Profil aligné avec l'objectif de Gestionnaire de Contrats."
STD_2026_0398,Henintsoa Rabenjamina,18,F,A2,Philosophie:13.89; Français:15.5; Malagasy:12.39; Histoire-Géographie:4.96; Anglais:11.92; LV2:15.85; Mathématiques:6.91; SVT / Sciences humaines:5.03; EPS:11.43,11.69,LV2; Français,SVT / Sciences humaines; Histoire-Géographie,Jeux de Stratégie; Sport d'équipe,Analyse financière; Gestion des risques; Résolution de problèmes,Sur le terrain / Chantier,Chef de Projet,EMP; IGGLIA; TEH,EMP,Techniques des Affaires,71.93,Moyen,"Excellente adéquation avec la série A2 et bonnes notes en LV2, Français. Profil aligné avec l'objectif de Chef de Projet."
STD_2026_0399,Hery Rajaonarivelo,18,M,L,Philosophie:16.01; Français et Littérature:11.11; Anglais:9.3; LV2:13.3; Malagasy:13.3; Histoire-Géographie:11.55; Éducation civique:12.32; Mathématiques:13.57; Arts / options culturelles:14.51; EPS:11.67,12.65,Philosophie; Arts / options culturelles,Français et Littérature; Anglais,Nature & Écologie; Sport d'équipe,Gestion de trésorerie; Comptabilité générale & analytique; Résolution de problèmes,Entreprise industrielle,Contrôleur de Gestion,FIC; CAA; ISAIA,FIC,Techniques des Affaires,54.16,Faible,"Excellente adéquation avec la série L et bonnes notes en Philosophie, Arts / options culturelles. Profil aligné avec l'objectif de Contrôleur de Gestion."
STD_2026_0400,Nary Ramanantsoa,21,F,C,"Mathématiques:15.67; Sciences Physiques, Chimiques et Technologie (SPCT):16.01; Français:13.32; Philosophie:11.43; Malagasy:12.98; Histoire-Géographie:7.88; Anglais:13.3; SVT:12.26; EPS:14.75",13.9,"Sciences Physiques, Chimiques et Technologie (SPCT); Mathématiques",Philosophie; Histoire-Géographie,Sport d'équipe; Robotique,Agronomie; Gestion d'exploitation; Résolution de problèmes,Sur le terrain / Chantier,Agronome,AEE; EMP; IAA,AEE,Biotechnologie et Agronomie,79.8,Élevé,"Excellente adéquation avec la série C et bonnes notes en Sciences Physiques, Chimiques et Technologie (SPCT), Mathématiques. Profil aligné avec l'objectif de Agronome."
STD_2026_0401,Toky Ratsimbazafy,21,M,D,"SVT:20.0; Sciences Physiques, Chimiques et Technologie (SPCT):17.95; Mathématiques:11.65; Français:15.69; Philosophie:10.69; Malagasy:12.99; Histoire-Géographie:11.43; Anglais:9.84; EPS:14.04",14.93,"SVT; Sciences Physiques, Chimiques et Technologie (SPCT)",Philosophie; Anglais,Économie & Bourse; Programmation & Code,Process agroalimentaires; Contrôle qualité HACCP; Résolution de problèmes,Laboratoire & R&D,Biologiste industriel,IAA; PIP; DTJA,IAA,Biotechnologie et Agronomie,84.35,Élevé,"Excellente adéquation avec la série D et bonnes notes en SVT, Sciences Physiques, Chimiques et Technologie (SPCT). Profil aligné avec l'objectif de Biologiste industriel."
STD_2026_0402,Mirana Rabenjamina,17,M,S,Mathématiques:15.1; Sciences Physiques et Chimiques:14.58; SVT / Biologie-Géologie:14.8; Français:10.27; Philosophie:9.43; Malagasy:9.3; Histoire-Géographie:15.03; Anglais:13.67; EPS:11.6,13.42,Mathématiques; Histoire-Géographie,Philosophie; Malagasy,Robotique; Sport d'équipe,Chimie organique; Analyse en laboratoire; Résolution de problèmes,Sur le terrain / Chantier,Responsable contrôle qualité labo,PIP; IMTICIA; FIC,PIP,Biotechnologie et Agronomie,79.48,Élevé,"Excellente adéquation avec la série S et bonnes notes en Mathématiques, Histoire-Géographie. Profil aligné avec l'objectif de Responsable contrôle qualité labo."
STD_2026_0403,Nomena Andriantsitohaina,19,M,G,Mathématiques de gestion:13.49; Gestion / Comptabilité:17.85; Français:11.13; Anglais:7.4; Économie:15.54; Histoire-Géographie:11.02; Philosophie:11.82; EPS:11.15,13.06,Gestion / Comptabilité; Économie,Histoire-Géographie; Anglais,Robotique; Dessin & Design,Automatisme PLC; Électrotechnique; Résolution de problèmes,Bureau & Télétravail,Ingénieur Électromécanicien,EMII; IAA; ICMP,EMII,Génie Industriel et Génie Civil,49.21,Faible,"Excellente adéquation avec la série G et bonnes notes en Gestion / Comptabilité, Économie. Profil aligné avec l'objectif de Ingénieur Électromécanicien."
STD_2026_0404,Soa Rabenjamina,19,M,Technique,Mathématiques appliquées:13.56; Physique appliquée / Technologie:19.74; Dessin technique:13.38; Français:12.74; Anglais:11.42; Philosophie:10.15; EPS:16.49,14.58,Physique appliquée / Technologie; EPS,Anglais; Philosophie,Programmation & Code; Robotique,Conduite de chantier BTP; Calcul de structures; Résolution de problèmes,Bureau & Télétravail,Conducteur de travaux,GCA; DTJA; ESIIA,GCA,Génie Industriel et Génie Civil,84.44,Élevé,"Excellente adéquation avec la série Technique et bonnes notes en Physique appliquée / Technologie, EPS. Profil aligné avec l'objectif de Conducteur de travaux."
STD_2026_0405,Hasina Rakotondrabe,20,M,A,Philosophie:14.76; Français:14.48; Malagasy:9.52; Histoire-Géographie:11.21; Anglais:12.7; LV2:10.34; Mathématiques:10.2; SVT / Sciences humaines:12.41; EPS:13.1,12.32,Philosophie; Français,Mathématiques; Malagasy,Jeux de Stratégie; Lecture & Écriture,Normes QHSE; Géologie minière; Résolution de problèmes,Sur le terrain / Chantier,Géologue minier,ICMP; IGGLIA; TEE,ICMP,Génie Industriel et Génie Civil,50.67,Faible,"Excellente adéquation avec la série A et bonnes notes en Philosophie, Français. Profil aligné avec l'objectif de Géologue minier."
STD_2026_0406,Faly Rakotomalala,21,M,A1,Philosophie:14.73; Français:16.38; Malagasy:12.43; Histoire-Géographie:11.78; Anglais:6.39; LV2:18.48; Mathématiques:8.8; SVT / Sciences humaines:10.71; EPS:13.22,13.08,LV2; Français,Mathématiques; Anglais,Robotique; Programmation & Code,Signal & Traitement; C/C++ embarqué; Résolution de problèmes,Bureau & Télétravail,Ingénieur Robotique,ESIIA; EMII; IMTICIA,ESIIA,Informatique et Télécommunication,38.82,Faible,"Excellente adéquation avec la série A1 et bonnes notes en LV2, Français. Profil aligné avec l'objectif de Ingénieur Robotique."
STD_2026_0407,Kanto Randriamampianina,18,M,A2,Philosophie:13.16; Français:15.1; Malagasy:12.43; Histoire-Géographie:6.86; Anglais:11.47; LV2:11.45; Mathématiques:9.35; SVT / Sciences humaines:10.66; EPS:11.03,11.63,Français; Philosophie,Mathématiques; Histoire-Géographie,Dessin & Design; Jeux de Stratégie,Algorithmique & Python; Génie Logiciel & Java/Web; Résolution de problèmes,Laboratoire & R&D,Développeur Fullstack,IGGLIA; TEE; IMTICIA,IGGLIA,Informatique et Télécommunication,78.3,Élevé,"Excellente adéquation avec la série A2 et bonnes notes en Français, Philosophie. Profil aligné avec l'objectif de Développeur Fullstack."
STD_2026_0408,Faly Razafindrakoto,21,F,L,Philosophie:10.71; Français et Littérature:13.97; Anglais:11.0; LV2:18.13; Malagasy:12.77; Histoire-Géographie:7.56; Éducation civique:14.71; Mathématiques:9.41; Arts / options culturelles:15.89; EPS:10.27,12.55,LV2; Arts / options culturelles,Mathématiques; Histoire-Géographie,Sport d'équipe; Volontariat,Développement Web/Mobile; Infographie & 3D; Résolution de problèmes,Sur le terrain / Chantier,Concepteur Multimédia,IMTICIA; ISAIA; AEE,IMTICIA,Informatique et Télécommunication,76.58,Élevé,"Excellente adéquation avec la série L et bonnes notes en LV2, Arts / options culturelles. Profil aligné avec l'objectif de Concepteur Multimédia."
STD_2026_0409,Hery Rasoanaivo,16,F,C,"Mathématiques:13.58; Sciences Physiques, Chimiques et Technologie (SPCT):13.37; Français:11.79; Philosophie:11.52; Malagasy:12.27; Histoire-Géographie:10.05; Anglais:13.92; SVT:15.12; EPS:13.75",13.07,SVT; Anglais,Philosophie; Histoire-Géographie,Programmation & Code; Robotique,Statistiques inférentielles; Machine Learning & Deep Learning; Résolution de problèmes,Espaces de Coworking / Startup,Data Scientist,ISAIA; EMII; ESIIA,ISAIA,Informatique et Télécommunication,80.35,Élevé,"Excellente adéquation avec la série C et bonnes notes en SVT, Anglais. Profil aligné avec l'objectif de Data Scientist."
STD_2026_0410,Nomena Ramanantsoa,17,M,D,"SVT:10.89; Sciences Physiques, Chimiques et Technologie (SPCT):14.01; Mathématiques:15.05; Français:14.82; Philosophie:14.57; Malagasy:12.29; Histoire-Géographie:8.5; Anglais:8.59; EPS:8.43",12.41,Mathématiques; Français,Histoire-Géographie; EPS,Sport d'équipe; Dessin & Design,Ingénierie touristique; Écotourisme & Biodiversité; Résolution de problèmes,Bureau & Télétravail,Chef de projet Développement Durable,TEE; DTJA; ESIIA,TEE,Techniques du Tourisme,76.51,Élevé,"Excellente adéquation avec la série D et bonnes notes en Mathématiques, Français. Profil aligné avec l'objectif de Chef de projet Développement Durable."
STD_2026_0411,Vero Ratsimbazafy,16,M,S,Mathématiques:13.86; Sciences Physiques et Chimiques:15.57; SVT / Biologie-Géologie:16.61; Français:13.37; Philosophie:13.56; Malagasy:10.56; Histoire-Géographie:9.98; Anglais:12.33; EPS:12.44,13.91,SVT / Biologie-Géologie; Sciences Physiques et Chimiques,Malagasy; Histoire-Géographie,Nature & Écologie; Jeux de Stratégie,Gestion événementielle; Communication interculturelle; Résolution de problèmes,Bureau & Télétravail,Manager d'Hôtel,TEH; EMP; PIP,TEH,Techniques du Tourisme,53.41,Faible,"Excellente adéquation avec la série S et bonnes notes en SVT / Biologie-Géologie, Sciences Physiques et Chimiques. Profil aligné avec l'objectif de Manager d'Hôtel."
